id,category,title,text,source,created_at,contact_email,contact_phone,has_link,link,amount,label,is_fake
4305,job,Product Manager - Internship,BLUEOAK HAS COMPLETED THE REVIEW OF YOUR APPLICATION AND WOULD LIKE TO OFFER YOU THE POSITION OF PRODUCT MANAGER. AN OFFICIAL OFFER LETTER WILL FOLLOW. NOTE: PLEASE CONFIRM AVAILABILITY,synthetic,2025-09-17 09:15:25,blueoak@novascholarships.org,708-185-8609,0,,,real,0
2027,job,Immediate Hiring: Product Manager (No Interview),Instant job offer for Product Manager. No interview required. Click here: http://bit.ly/wpmib2i98nkh to accept and send personal details. Note: wire transfer,synthetic,2024-12-08 04:26:25,globaltech@acme.com,959-111-1453,0,,,fake,1
5534,job,Immediate Hiring: Product Manager (No Interview),Instant job offer for Product Manager. No interview required. Click here: http://bit.ly/qs9a842i3e3r to accept and send personal details. Note: wire transfer,synthetic,2024-12-05 08:20:26,greenfield.institute@horizon.edu,892-724-8046,1,http://bit.ly/rvkd2f3wtu76,,fake,1
10792,scholarship,STEM Excellence Award Application Result,Congratulations — you have been shortlisted for the STEM Excellence Award by BrightPath. Please find attached the offer details and stipend information. Note: application review monthly stipend of $1500,synthetic,2025-10-09 10:27:26,brightpath@acme.com,662-975-8486,0,,2000,real,0
690,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to nova.scholarships@acme.com for immediate transfer. Note: limited seats - pay,synthetic,2025-05-26 06:45:25,nova.scholarships@novascholarships.org,882-588-1663,0,,1000,fake,1
4012,scholarship,Graduate Research Scholarship Application Result,The scholarship committee at Stellar Corp reviewed your application and recommends awarding the Graduate Research Scholarship. Please submit required documents. Note: please confirm availability competitive salary,synthetic,2025-08-17 23:32:25,stellar.corp@university.edu,628-424-9814,0,,250,real,0
3210,scholarship,Merit-based Scholarship Application Result,We are delighted to inform you that you have been selected for the Merit-based Scholarship. Further instructions will follow from the grants office. Note: please confirm availability transport allowance  For official communication use hr@blueoak.edu.,synthetic,2025-03-17 01:58:25,blueoak@university.edu,946-337-7495,0,,1000,real,0
2504,scholarship,STEM Excellence Award Application Result,We are delighted to inform you that you have been selected for the STEM Excellence Award. Further instructions will follow from the grants office. Note: onboarding details,synthetic,2025-04-30 11:48:25,apex.solutions@globaltech.org,604-438-1498,0,,250,real,0
1381,job,Immediate Hiring: Research Assistant (No Interview),Instant job offer for Research Assistant. No interview required. Click here: http://bit.ly/948u6b15x8g1 to accept and send personal details. Note: wire transfer,synthetic,2025-09-23 17:42:25,apex.solutions@novascholarships.org,997-484-1995,1,http://bit.ly/sjp0esuswiy7,,fake,1
1457,scholarship,Exclusive Women in Tech Scholarship Award - Claim Now,Limited time scholarship award for Women in Tech Scholarship. Click http://bit.ly/5r83y7418grz to claim — pay a small processing fee. Note: prize awarded,synthetic,2025-09-08 06:42:25,brightpath@horizon.edu,834-104-1925,0,,500,fake,1
10803,job,Research Assistant - Full-time,Thank you for applying to GlobalTech. We would like to set up a technical interview for the Research Assistant position. Please confirm your availability. Note: formal offer letter !!!,synthetic,2025-11-20 15:50:26,globaltech@novascholarships.org,701-909-6005,0,,,real,0
3523,scholarship,Exclusive Women in Tech Scholarship Award - Claim Now,Limited time scholarship award for Women in Tech Scholarship. Click http://bit.ly/jpdtui000lic to claim — pay a small processing fee. Note: pay fee,synthetic,2025-10-14 08:39:25,nova.scholarships@horizon.edu,633-704-3103,0,,100,fake,1
2682,job,Immediate Hiring: Marketing Executive (No Interview),Instant job offer for Marketing Executive. No interview required. Click here: http://bit.ly/allc7m1ndrkv to accept and send personal details. Note: wire transfer,synthetic,2025-01-15 16:53:25,greenfield.institute@horizon.edu,986-720-7244,0,,,fake,1
5376,job,Immediate Hiring: Lab Technician (No Interview),Instant job offer for Lab Technician. No interview required. Click here: http://bit.ly/6jh1zk2qeimj to accept and send personal details.,synthetic,2025-02-05 00:35:26,stellar.corp@globaltech.org,718-698-1412,0,,,fake,1
10634,job,Marketing Executive - Part-time,Thank you for applying to BrightPath. We would like to set up a technical interview for the Marketing Executive position. Please confirm your availability. Note: application review tuition waiver,synthetic,2025-03-21 04:30:26,brightpath@novascholarships.org,836-985-5804,0,,,real,0
5588,job,Immediate Hiring: UX Designer (No Interview),Instant job offer for UX Designer. No interview required. Click here: http://bit.ly/qlovoa4iympl to accept and send personal details. Note: instant approval,synthetic,2025-05-03 23:08:26,nextgen.research@university.edu,894-352-7739,0,,,fake,1
3468,scholarship,Exclusive International Study Grant Award - Claim Now,Limited time scholarship award for International Study Grant. Click http://bit.ly/iyzj3zfayg9r to claim — pay a small processing fee.,synthetic,2025-09-06 19:01:25,nextgen.research@novascholarships.org,796-831-2111,0,,500,fake,1
2477,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to nova.scholarships@novascholarships.org for immediate transfer. Note: processing fee,synthetic,2025-07-29 14:32:25,nova.scholarships@university.edu,624-650-2862,0,,2500,fake,1
1174,job,Immediate Hiring: Research Assistant (No Interview),Instant job offer for Research Assistant. No interview required. Click here: http://bit.ly/09lpxhv163dc to accept and send personal details. Note: pay fee,synthetic,2025-01-19 11:18:25,horizon.university@novascholarships.org,904-702-4846,1,http://bit.ly/pea74tbs9izk,,fake,1
136,scholarship,Exclusive Merit-based Scholarship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to nextgen.research@globaltech.org for immediate transfer. Note: instant approval,synthetic,2025-10-27 11:43:25,nextgen.research@gmail.com,763-377-2276,0,,3000,fake,1
2436,job,Immediate Hiring: Lab Technician (No Interview),Urgent: You have been approved for the Lab Technician. Provide bank details and pay $30 to unlock your account. Note: provide account number,synthetic,2025-03-04 19:01:25,greenfield.institute@horizon.edu,834-463-7523,0,,,fake,1
3510,scholarship,Graduate Research Scholarship Application Result,Congratulations — you have been shortlisted for the Graduate Research Scholarship by Greenfield Institute. Please find attached the offer details and stipend information. !!!,synthetic,2024-12-10 11:51:25,greenfield.institute@gmail.com,931-390-9361,0,,5000,real,0
5825,job,Immediate Hiring: Lab Technician (No Interview),"Congratulations! You have been selected for a high-paying Lab Technician role. To claim, pay the processing fee now.",synthetic,2025-07-28 03:11:26,nova.scholarships@horizon.edu,825-461-5080,0,,,fake,1
5257,scholarship,Exclusive Graduate Research Scholarship Award - Claim Now,Limited time scholarship award for Graduate Research Scholarship. Click http://bit.ly/bpjufkwcuwzf to claim — pay a small processing fee. Note: urgent response required,synthetic,2024-12-28 13:18:26,nextgen.research@globaltech.org,770-150-9534,0,,250,fake,1
3971,scholarship,Women in Tech Scholarship Application Result,The scholarship committee at Horizon University reviewed your application and recommends awarding the Women in Tech Scholarship. Please submit required documents. Note: reference check  For official communication use hr@horizonuniversity.edu.,synthetic,2025-10-13 07:52:25,horizon.university@acme.com,855-744-4682,0,,3000,real,0
133,job,Immediate Hiring: Product Manager (No Interview),"Congratulations! You have been selected for a high-paying Product Manager role. To claim, pay the processing fee now.",synthetic,2025-09-22 16:12:25,apex.solutions@acme.com,832-726-1901,0,,,fake,1
1821,job,Backend Developer - Full-time,Thank you for applying to Nova Scholarships. We would like to set up a technical interview for the Backend Developer position. Please confirm your availability. Note: research funding,synthetic,2025-05-12 05:39:25,nova.scholarships@globaltech.org,853-599-7922,0,,,real,0
1271,scholarship,STEM Excellence Award Application Result,CONGRATULATIONS — YOU HAVE BEEN SHORTLISTED FOR THE STEM EXCELLENCE AWARD BY BRIGHTPATH. PLEASE FIND ATTACHED THE OFFER DETAILS AND STIPEND INFORMATION. NOTE: ATTACHED POSITION DESCRIPTION,synthetic,2025-05-24 06:11:25,brightpath@university.edu,809-555-3515,0,,750,real,0
9844,scholarship,International Study Grant Application Result,The scholarship committee at Apex Solutions reviewed your application and recommends awarding the International Study Grant. Please submit required documents. Note: stipend details  For official communication use hr@apexsolutions.edu. !!!,synthetic,2025-04-29 21:21:26,apex.solutions@novascholarships.org,654-477-6211,0,,2000,real,0
1427,scholarship,Exclusive Merit-based Scholarship Award - Claim Now,You won a scholarship of $2000! Provide your bank account to receive scholarship funds immediately. Note: provide account number !!!,synthetic,2025-04-25 16:17:25,greenfield.institute@university.edu,760-696-5571,0,,3000,fake,1
738,scholarship,Exclusive Women in Tech Scholarship Award - Claim Now,You won a scholarship of $250! Provide your bank account to receive scholarship funds immediately. Note: pay fee,synthetic,2025-01-15 14:05:25,acme.labs@acme.com,698-995-1907,0,,100,fake,1
3663,scholarship,Graduate Research Scholarship Application Result,Congratulations — you have been shortlisted for the Graduate Research Scholarship by Apex Solutions. Please find attached the offer details and stipend information. Note: please confirm availability monthly stipend of $5000,synthetic,2025-03-26 21:34:25,apex.solutions@gmail.com,729-851-3387,0,,2000,real,0
2266,job,Immediate Hiring: Lab Technician (No Interview),Instant job offer for Lab Technician. No interview required. Click here: http://bit.ly/u2y4ix0hy9kd to accept and send personal details. Note: click here to claim,synthetic,2025-08-22 12:51:25,brightpath@acme.com,854-579-8690,0,,,fake,1
10591,job,Lab Technician - Internship,Greenfield Institute has completed the review of your application and would like to offer you the position of Lab Technician. An official offer letter will follow.,synthetic,2025-10-20 15:10:26,greenfield.institute@novascholarships.org,888-215-9640,0,,,real,0
4196,job,UX Designer - Internship,Your profile matches our requirements for the UX Designer. The selection committee will reach out with next steps.   For official communication use hr@novascholarships.edu. !!!,synthetic,2025-01-28 10:07:25,nova.scholarships@university.edu,810-200-3029,0,,,real,0
1644,scholarship,Graduate Research Scholarship Application Result,Congratulations — you have been shortlisted for the Graduate Research Scholarship by GlobalTech. Please find attached the offer details and stipend information. Note: please confirm availability monthly stipend of $5000,synthetic,2025-04-27 20:19:25,globaltech@novascholarships.org,970-974-1013,0,,100,real,0
1094,scholarship,Exclusive STEM Excellence Award Award - Claim Now,You won a scholarship of $100! Provide your bank account to receive scholarship funds immediately. Note: no interview,synthetic,2025-06-20 20:40:25,apex.solutions@novascholarships.org,828-650-1875,0,,1500,fake,1
10501,job,Immediate Hiring: Research Assistant (No Interview),Instant job offer for Research Assistant. No interview required. Click here: http://bit.ly/26vmgsqhhxxh to accept and send personal details. Note: urgent response required,synthetic,2025-07-24 22:15:26,apex.solutions@acme.com,910-934-4479,1,http://bit.ly/8o2wavrk40fc,,fake,1
1550,job,Full Stack Developer - Part-time,GlobalTech has completed the review of your application and would like to offer you the position of Full Stack Developer. An official offer letter will follow. Note: onboarding details,synthetic,2025-09-13 17:57:25,globaltech@horizon.edu,866-201-7753,0,,,real,0
10154,job,Immediate Hiring: Marketing Executive (No Interview),Instant job offer for Marketing Executive. No interview required. Click here: http://bit.ly/5kr94xyh3w08 to accept and send personal details. Note: instant approval,synthetic,2025-03-31 03:00:26,acme.labs@acme.com,767-222-1894,0,,,fake,1
4263,scholarship,Exclusive Women in Tech Scholarship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to globaltech@acme.com for immediate transfer. Note: urgent response required,synthetic,2024-11-22 21:57:25,globaltech@horizon.edu,914-931-7245,0,,2500,fake,1
3541,job,Backend Developer - Part-time,Your profile matches our requirements for the Backend Developer. The selection committee will reach out with next steps. Note: stipend details  For official communication use hr@greenfieldinstitute.edu.,synthetic,2025-01-25 15:14:25,greenfield.institute@globaltech.org,843-949-9329,0,,,real,0
10551,scholarship,Exclusive International Study Grant Award - Claim Now,Limited time scholarship award for International Study Grant. Click http://bit.ly/txe12vbss6fq to claim — pay a small processing fee. Note: no interview,synthetic,2025-02-01 00:23:26,brightpath@acme.com,645-187-7645,0,,1000,fake,1
10061,scholarship,Exclusive Merit-based Scholarship Award - Claim Now,Limited time scholarship award for Merit-based Scholarship. Click http://bit.ly/ygy51d1vkwz6 to claim — pay a small processing fee. Note: prize awarded,synthetic,2025-08-20 22:15:26,greenfield.institute@horizon.edu,718-795-9092,0,,3000,fake,1
1971,scholarship,STEM Excellence Award Application Result,Congratulations — you have been shortlisted for the STEM Excellence Award by Nova Scholarships. Please find attached the offer details and stipend information. Note: tuition waiver  For official communication use hr@novascholarships.edu.,synthetic,2025-11-11 03:40:25,nova.scholarships@acme.com,853-195-4496,0,,500,real,0
3501,job,Software Engineer - Full-time,BrightPath has completed the review of your application and would like to offer you the position of Software Engineer. An official offer letter will follow. Note: tuition waiver,synthetic,2025-11-19 04:09:25,brightpath@gmail.com,878-431-1802,0,,,real,0
10150,job,Full Stack Developer - Part-time,BlueOak has completed the review of your application and would like to offer you the position of Full Stack Developer. An official offer letter will follow.,synthetic,2025-01-06 08:39:26,blueoak@acme.com,687-905-9985,0,,,real,0
2282,job,Graduate Teaching Assistant - Full-time,Your profile matches our requirements for the Graduate Teaching Assistant. The selection committee will reach out with next steps. Note: official email from domain mentorship and training,synthetic,2025-05-11 09:45:25,nova.scholarships@horizon.edu,959-888-5799,0,,,real,0
3310,job,Lab Technician - Internship,Your profile matches our requirements for the Lab Technician. The selection committee will reach out with next steps. Note: selection committee mentorship and training,synthetic,2025-03-11 20:30:25,nextgen.research@horizon.edu,782-962-2192,0,,,real,0
10333,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Limited time scholarship award for Need-based Fellowship. Click http://bit.ly/d6iaqttfrab1 to claim — pay a small processing fee. Note: wire transfer,synthetic,2025-07-21 06:46:26,apex.solutions@gmail.com,841-270-3890,0,,500,fake,1
787,job,Immediate Hiring: Research Assistant (No Interview),"Congratulations! You have been selected for a high-paying Research Assistant role. To claim, pay the processing fee now. Note: no interview",synthetic,2025-09-01 19:17:25,greenfield.institute@globaltech.org,885-606-5553,1,http://bit.ly/vcz8p5aiekx6,,fake,1
10009,scholarship,Exclusive International Study Grant Award - Claim Now,Limited time scholarship award for International Study Grant. Click http://bit.ly/q7daeev7zydb to claim — pay a small processing fee. Note: limited seats - pay,synthetic,2025-03-15 02:47:26,globaltech@novascholarships.org,933-152-3513,0,,100,fake,1
1317,job,Graduate Teaching Assistant - Internship,We are pleased to invite you to the interview for the Graduate Teaching Assistant role at Greenfield Institute. Please reply to schedule.,synthetic,2025-01-19 14:24:25,greenfield.institute@globaltech.org,753-674-8663,0,,,real,0
3161,job,Immediate Hiring: Software Engineer (No Interview),Urgent: You have been approved for the Software Engineer. Provide bank details and pay $30 to unlock your account.,synthetic,2025-08-10 08:21:25,nova.scholarships@novascholarships.org,806-872-3518,0,,,fake,1
10666,scholarship,STEM Excellence Award Application Result,Congratulations — you have been shortlisted for the STEM Excellence Award by GlobalTech. Please find attached the offer details and stipend information. Note: accommodation provided,synthetic,2024-12-02 04:53:26,globaltech@gmail.com,862-494-6709,0,,1000,real,0
429,job,Marketing Executive - Part-time,Thank you for applying to Acme Labs. We would like to set up a technical interview for the Marketing Executive position. Please confirm your availability. Note: reference check,synthetic,2025-10-15 05:04:25,acme.labs@acme.com,910-559-3761,0,,,real,0
2955,scholarship,Graduate Research Scholarship Application Result,The scholarship committee at BrightPath reviewed your application and recommends awarding the Graduate Research Scholarship. Please submit required documents. Note: onboarding details,synthetic,2024-11-22 12:05:25,brightpath@globaltech.org,721-123-9397,0,,1500,real,0
800,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to acme.labs@novascholarships.org for immediate transfer. Note: wire transfer,synthetic,2025-03-09 22:07:25,acme.labs@globaltech.org,968-371-8033,1,http://bit.ly/qlcaudf9m13o,750,fake,1
2438,scholarship,Exclusive Women in Tech Scholarship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to stellar.corp@novascholarships.org for immediate transfer. Note: wire transfer,synthetic,2025-11-03 21:03:25,stellar.corp@globaltech.org,887-809-3083,0,,750,fake,1
5407,scholarship,Exclusive STEM Excellence Award Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to greenfield.institute@gmail.com for immediate transfer. Note: claim now,synthetic,2025-08-04 10:09:26,greenfield.institute@horizon.edu,860-329-4870,1,http://bit.ly/xvhiun28uw5x,2500,fake,1
2364,job,Immediate Hiring: UX Designer (No Interview),Instant job offer for UX Designer. No interview required. Click here: http://bit.ly/pt0rkxqllope to accept and send personal details. Note: prize awarded,synthetic,2024-12-29 12:11:25,blueoak@university.edu,618-946-7288,0,,,fake,1
10365,job,Lab Technician - Part-time,GREENFIELD INSTITUTE HAS COMPLETED THE REVIEW OF YOUR APPLICATION AND WOULD LIKE TO OFFER YOU THE POSITION OF LAB TECHNICIAN. AN OFFICIAL OFFER LETTER WILL FOLLOW. NOTE: MENTORSHIP AND TRAINING,synthetic,2025-05-03 02:32:26,greenfield.institute@horizon.edu,835-841-8211,0,,,real,0
3257,scholarship,STEM Excellence Award Application Result,We are delighted to inform you that you have been selected for the STEM Excellence Award. Further instructions will follow from the grants office. Note: official email from domain  For official communication use hr@stellarcorp.edu.,synthetic,2025-02-14 07:43:25,stellar.corp@acme.com,965-828-5669,0,,500,real,0
3643,scholarship,STEM Excellence Award Application Result,The scholarship committee at GlobalTech reviewed your application and recommends awarding the STEM Excellence Award. Please submit required documents. Note: research funding,synthetic,2025-10-02 23:07:25,globaltech@acme.com,933-892-1315,1,http://bit.ly/923lurz41egj,5000,real,0
698,job,Immediate Hiring: Data Scientist Intern (No Interview),Instant job offer for Data Scientist Intern. No interview required. Click here: http://bit.ly/srikomfrq8lx to accept and send personal details. Note: click here to claim,synthetic,2025-10-13 15:20:25,brightpath@university.edu,941-434-4449,0,,,fake,1
1568,job,Immediate Hiring: Graduate Teaching Assistant (No Interview),Urgent: You have been approved for the Graduate Teaching Assistant. Provide bank details and pay $30 to unlock your account. Note: pay fee,synthetic,2025-07-11 09:29:25,greenfield.institute@acme.com,895-939-9851,0,,,fake,1
3885,job,Backend Developer - Internship,YOUR PROFILE MATCHES OUR REQUIREMENTS FOR THE BACKEND DEVELOPER. THE SELECTION COMMITTEE WILL REACH OUT WITH NEXT STEPS. NOTE: TUITION WAIVER  FOR OFFICIAL COMMUNICATION USE HR@GLOBALTECH.EDU.,synthetic,2025-05-19 22:49:25,globaltech@gmail.com,663-428-7708,0,,,real,0
509,job,Research Assistant - Full-time,Horizon University has completed the review of your application and would like to offer you the position of Research Assistant. An official offer letter will follow. Note: onboarding details competitive salary,synthetic,2025-07-16 23:44:25,horizon.university@gmail.com,725-399-3125,0,,,real,0
1654,job,Immediate Hiring: Full Stack Developer (No Interview),Instant job offer for Full Stack Developer. No interview required. Click here: http://bit.ly/amslslekfomj to accept and send personal details. Note: urgent response required,synthetic,2025-02-02 23:45:25,globaltech@university.edu,832-824-9573,0,,,fake,1
9833,scholarship,International Study Grant Application Result,The scholarship committee at Acme Labs reviewed your application and recommends awarding the International Study Grant. Please submit required documents. Note: accommodation provided !!!,synthetic,2025-02-07 04:23:26,acme.labs@acme.com,930-695-1452,0,,3000,real,0
2255,scholarship,Graduate Research Scholarship Application Result,We are delighted to inform you that you have been selected for the Graduate Research Scholarship. Further instructions will follow from the grants office. Note: onboarding details  For official communication use hr@nextgenresearch.edu.,synthetic,2025-06-06 00:58:25,nextgen.research@globaltech.org,666-968-3327,0,,2000,real,0
2389,job,Backend Developer - Part-time,Thank you for applying to Greenfield Institute. We would like to set up a technical interview for the Backend Developer position. Please confirm your availability.,synthetic,2025-07-04 19:54:25,greenfield.institute@gmail.com,912-281-2614,1,http://bit.ly/de6tez66190r,,real,0
260,scholarship,Exclusive Graduate Research Scholarship Award - Claim Now,You won a scholarship of $250! Provide your bank account to receive scholarship funds immediately. Note: limited seats - pay,synthetic,2025-02-22 13:58:25,brightpath@novascholarships.org,827-151-3131,1,http://bit.ly/6bndoz6wyqml,2500,fake,1
1445,job,Immediate Hiring: Marketing Executive (No Interview),Urgent: You have been approved for the Marketing Executive. Provide bank details and pay $30 to unlock your account. Note: instant approval,synthetic,2025-05-05 09:26:25,horizon.university@horizon.edu,740-629-8057,0,,,fake,1
10334,scholarship,Merit-based Scholarship Application Result,The scholarship committee at GlobalTech reviewed your application and recommends awarding the Merit-based Scholarship. Please submit required documents. Note: reference check,synthetic,2025-11-11 08:11:26,globaltech@globaltech.org,757-854-1306,0,,100,real,0
4545,scholarship,Exclusive STEM Excellence Award Award - Claim Now,Limited time scholarship award for STEM Excellence Award. Click http://bit.ly/c89l5y4rgpmc to claim — pay a small processing fee. Note: send bank details,synthetic,2025-09-08 03:50:25,greenfield.institute@gmail.com,876-293-7332,1,http://bit.ly/oldsazd896i5,500,fake,1
762,scholarship,International Study Grant Application Result,WE ARE DELIGHTED TO INFORM YOU THAT YOU HAVE BEEN SELECTED FOR THE INTERNATIONAL STUDY GRANT. FURTHER INSTRUCTIONS WILL FOLLOW FROM THE GRANTS OFFICE. NOTE: INTERVIEW SCHEDULED,synthetic,2025-08-29 08:00:25,nextgen.research@novascholarships.org,762-797-9591,1,http://bit.ly/xy2nz5x51o0l,3000,real,0
9863,scholarship,Graduate Research Scholarship Application Result,Congratulations — you have been shortlisted for the Graduate Research Scholarship by BrightPath. Please find attached the offer details and stipend information. Note: interview scheduled monthly stipend of $1500,synthetic,2025-02-09 02:37:26,brightpath@globaltech.org,936-953-8207,0,,750,real,0
2801,scholarship,Exclusive STEM Excellence Award Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to acme.labs@novascholarships.org for immediate transfer. Note: processing fee,synthetic,2025-01-24 19:03:25,acme.labs@university.edu,914-618-7452,0,,250,fake,1
3674,scholarship,International Study Grant Application Result,The scholarship committee at Nova Scholarships reviewed your application and recommends awarding the International Study Grant. Please submit required documents. Note: stipend details mentorship and training,synthetic,2025-11-21 00:26:25,nova.scholarships@novascholarships.org,761-473-1050,0,,250,real,0
73,job,Product Manager - Full-time,Thank you for applying to BlueOak. We would like to set up a technical interview for the Product Manager position. Please confirm your availability. Note: official email from domain tuition waiver  For official communication use hr@blueoak.edu.,synthetic,2025-03-07 23:56:25,blueoak@gmail.com,942-187-9576,0,,,real,0
4128,scholarship,Graduate Research Scholarship Application Result,Congratulations — you have been shortlisted for the Graduate Research Scholarship by Stellar Corp. Please find attached the offer details and stipend information. Note: stipend details,synthetic,2025-03-23 07:46:25,stellar.corp@university.edu,704-982-1714,0,,500,real,0
10397,scholarship,Exclusive Merit-based Scholarship Award - Claim Now,Limited time scholarship award for Merit-based Scholarship. Click http://bit.ly/y2yysmj2uraw to claim — pay a small processing fee.,synthetic,2025-09-11 10:06:26,globaltech@horizon.edu,602-919-9920,0,,5000,fake,1
5775,job,Immediate Hiring: UX Designer (No Interview),Instant job offer for UX Designer. No interview required. Click here: http://bit.ly/slr4h34i7s8y to accept and send personal details. Note: wire transfer,synthetic,2025-06-22 17:44:26,horizon.university@acme.com,809-239-2379,0,,,fake,1
1087,scholarship,Merit-based Scholarship Application Result,The scholarship committee at Horizon University reviewed your application and recommends awarding the Merit-based Scholarship. Please submit required documents. Note: official email from domain transport allowance,synthetic,2025-04-09 03:26:25,horizon.university@globaltech.org,841-795-1927,1,http://bit.ly/31p35zwqyt39,1500,real,0
4222,job,Research Assistant - Internship,BlueOak has completed the review of your application and would like to offer you the position of Research Assistant. An official offer letter will follow. Note: selection committee research funding  For official communication use hr@blueoak.edu.,synthetic,2024-11-24 20:25:25,blueoak@acme.com,627-243-6162,0,,,real,0
10433,scholarship,International Study Grant Application Result,Congratulations — you have been shortlisted for the International Study Grant by Stellar Corp. Please find attached the offer details and stipend information.   For official communication use hr@stellarcorp.edu.,synthetic,2025-05-25 22:34:26,stellar.corp@gmail.com,946-571-1750,0,,3000,real,0
616,job,Data Scientist Intern - Part-time,We are pleased to invite you to the interview for the Data Scientist Intern role at GlobalTech. Please reply to schedule. Note: please confirm availability competitive salary  For official communication use hr@globaltech.edu.,synthetic,2025-09-03 21:34:25,globaltech@globaltech.org,696-751-9162,0,,,real,0
3096,scholarship,Exclusive STEM Excellence Award Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to brightpath@globaltech.org for immediate transfer. Note: instant approval,synthetic,2025-08-11 01:14:25,brightpath@novascholarships.org,696-267-4786,0,,1500,fake,1
3099,scholarship,Exclusive STEM Excellence Award Award - Claim Now,Limited time scholarship award for STEM Excellence Award. Click http://bit.ly/e1zijcigxaxx to claim — pay a small processing fee. Note: no interview !!!,synthetic,2025-05-02 23:32:25,horizon.university@globaltech.org,876-279-3065,0,,3000,fake,1
990,scholarship,Need-based Fellowship Application Result,The scholarship committee at Greenfield Institute reviewed your application and recommends awarding the Need-based Fellowship. Please submit required documents. Note: please confirm availability  For official communication use hr@greenfieldinstitute.edu.,synthetic,2025-03-24 03:13:25,greenfield.institute@globaltech.org,844-169-4383,0,,500,real,0
